Mon Jul 28 16:31:13 2025    timing.txt

         217305285 function calls (215635255 primitive calls) in 129.647 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       72    0.000    0.000    0.000    0.000 models.py:368(_truncate_t2_value)
       42    0.000    0.000    0.000    0.000 inspect.py:1768(_check_instance)
        3    0.000    0.000    0.000    0.000 quantumcircuit.py:4768(crx)
        1    0.000    0.000    0.000    0.000 _base.py:1543(_set_title_offset_trans)
        1    0.000    0.000    0.000    0.000 exceptions.py:154(_SpnegoErrorRegistry)
       80    0.000    0.000    0.000    0.000 {built-in method now}
    20/16    0.000    0.000    0.000    0.000 spines.py:203(_ensure_position_is_set)
       16    0.000    0.000    0.000    0.000 numbers.py:400(_as_mpf_op)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 _abnf.py:106(ABNF)
        2    0.000    0.000    0.000    0.000 instruction_durations.py:102(update)
        8    0.000    0.000    0.000    0.000 core.py:6103(<genexpr>)
    20/10    0.000    0.000    0.000    0.000 _base.py:1010(get_yaxis_transform)
        1    0.000    0.000    0.000    0.000 aer_state.py:23(_STATE)
       12    0.000    0.000    0.000    0.000 __init__.py:411(discover)
        4    0.000    0.000    0.000    0.000 quantumcircuit.py:5585(cz)
        2    0.000    0.000    0.000    0.000 __init__.py:132(__getattr__)
       12    0.000    0.000    0.000    0.000 polytools.py:68(_polifyit)
      222    0.000    0.000    0.000    0.000 patches.py:2346(<genexpr>)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:6921(ActionControls)
        8    0.000    0.000    0.000    0.000 u2.py:117(inverse)
        1    0.000    0.000    0.000    0.000 base_padding.py:1(<module>)
       66    0.000    0.000    0.000    0.000 instruction_schedule_map.py:143(has)
       26    0.000    0.000    0.000    0.000 core_schema.py:568(int_schema)
      112    0.000    0.000    0.000    0.000 clifford.py:256(symplectic_matrix)
        4    0.000    0.000    0.000    0.000 _twodim_base_impl.py:378(tri)
      343    0.000    0.000    0.000    0.000 dataclasses.py:1323(<genexpr>)
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
       17    0.000    0.000    0.000    0.000 _utils.py:559(is_found_in)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:8363(MfaEnum)
        3    0.000    0.000    0.000    0.000 unitary_synthesis.py:318(__init__)
        1    0.000    0.000    0.000    0.000 expr.py:231(__pow__)
       14    0.000    0.000    0.000    0.000 x.py:286(inverse)
       53    0.000    0.000    0.000    0.000 font_manager.py:824(set_weight)
        1    0.000    0.000    0.000    0.000 z.py:85(_define)
        1    0.000    0.000    0.000    0.000 reference_manager.py:20(ReferenceManager)
        1    0.000    0.000    0.000    0.000 instructionset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 blueprintcircuit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_keys.py:452(Expression)
        2    0.000    0.000    0.000    0.000 h.py:194(__init__)
        1    0.000    0.000    0.000    0.000 fourier_checking.py:1(<module>)
        4    0.000    0.000    0.000    0.000 quantumcircuit.py:4984(ecr)
       34    0.000    0.000    0.000    0.000 lines.py:1071(set_drawstyle)
        1    0.000    0.000    0.000    0.000 mixins.py:61(NDArrayOperatorsMixin)
        8    0.000    0.000    0.000    0.000 codeprinter.py:116(__init__)
        1    0.000    0.000    0.000    0.000 fancysets.py:1386(CartesianComplexRegion)
        4    0.000    0.000    0.000    0.000 x.py:376(__init__)
        1    0.000    0.000    0.000    0.000 types.py:133(LabelType)
        1    0.000    0.000    0.000    0.000 rzx_builder.py:45(CRCalType)
        1    0.000    0.000    0.000    0.000 overlap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_keys.py:379(ScheduleChannel)
        1    0.000    0.000    0.000    0.000 storage.py:1(<module>)
       98    0.000    0.000    0.000    0.000 calibration_entries.py:303(__init__)
        2    0.000    0.000    0.000    0.000 pad_delay.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:8916(TraitAccountDefaultEnum)
        9    0.000    0.000    0.000    0.000 transforms.py:2275(__init__)
      553    0.000    0.000    0.000    0.000 utilities.py:115(<genexpr>)
        1    0.000    0.000    0.000    0.000 optimize_1q_decomposition.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:6383(OperatorEnum)
        1    0.000    0.000    0.000    0.000 partner_management_v1.py:643(BillingOptionsSummary)
        1    0.000    0.000    0.000    0.000 s.py:183(_define)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:10596(ServiceId)
        5    0.000    0.000    0.000    0.000 iterables.py:1948(has_variety)
        1    0.000    0.000    0.000    0.000 cnf.py:1(<module>)
      729    0.000    0.000    0.000    0.000 conflict.py:63(<lambda>)
       42    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 phase_estimation.py:1(<module>)
      426    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 repmatrix.py:1(<module>)
       29    0.000    0.000    0.000    0.000 lazy_tester.py:247(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
       98    0.000    0.000    0.000    0.000 rcsetup.py:77(__call__)
        9    0.000    0.000    0.000    0.000 ctx_mp_python.py:179(__lt__)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
     22/4    0.000    0.000    0.000    0.000 utils.py:67(remove_dict_unset_values)
       22    0.000    0.000    0.000    0.000 core.py:1023(reset_cache)
        4    0.000    0.000    0.000    0.000 lambdify.py:1101(__init__)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:5599(MfaEnum)
        1    0.000    0.000    0.000    0.000 core.py:4610(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 free_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:12354(TrustedProfileTemplateResponse)
        1    0.000    0.000    0.000    0.000 iterables.py:781(topological_sort)
        1    0.000    0.000    0.000    0.000 messages.py:377(Challenge)
      358    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _cache.py:136(__init__)
        1    0.000    0.000    0.000    0.000 backend_status.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case_management_v1.py:783(AttachmentList)
        1    0.000    0.000    0.000    0.000 numbers.py:2955(Infinity)
      106    0.000    0.000    0.000    0.000 transforms.py:249(y0)
        1    0.000    0.000    0.000    0.000 configuration.py:23(ProxyConfiguration)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:6122(MfaEnum)
        1    0.000    0.000    0.000    0.000 frame.py:1(<module>)
      249    0.000    0.000    0.000    0.000 __init__.py:153(<genexpr>)
       34    0.000    0.000    0.000    0.000 libmpf.py:950(mpf_div)
        1    0.000    0.000    0.000    0.000 api_exception.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quantumregister.py:1(<module>)
        1    0.000    0.000    0.000    0.000 phase_oracle.py:1(<module>)
      213    0.000    0.000    0.000    0.000 instruction_schedule_map.py:415(_get_instruction_string)
        1    0.000    0.000    0.000    0.000 densitymatrix.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _arraysetops_impl.py:329(reshape_uniq)
        1    0.000    0.000    0.000    0.000 core.py:5486(Forward)
        1    0.000    0.000    0.000    0.000 transforms.py:208(BboxBase)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:6900(MfaEnum)
        8    0.000    0.000    0.000    0.000 axis.py:701(_get_shared_axes)
      343    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
       56    0.000    0.000    0.000    0.000 op_shape.py:124(shape)
        1    0.000    0.000    0.000    0.000 trigonometry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 systems.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic.py:96(ArithOp)
        2    0.000    0.000    0.000    0.000 __init__.py:114(_getuserbase)
        6    0.000    0.000    0.000    0.000 core.py:6097(<lambda>)
       16    0.000    0.000    0.000    0.000 quantumcircuit.py:2701(has_parameter)
        1    0.000    0.000    0.000    0.000 t.py:144(_define)
        1    0.000    0.000    0.000    0.000 iam_access_groups_v2.py:6669(StatusEnum)
       15    0.000    0.000    0.000    0.000 logger.py:83(get_logger)
       18    0.000    0.000    0.000    0.000 weakref.py:46(__new__)
      436    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
       48    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 basic_swap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
       99    0.000    0.000    0.000    0.000 schedule.py:277(parameters)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:5313(MfaEnum)
        1    0.000    0.000    0.000    0.000 coupling.py:31(CouplingMap)
      470    0.000    0.000    0.000    0.000 quantum_error.py:238(probabilities)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:8936(TraitUserSpecificEnum)
        1    0.000    0.000    0.000    0.000 backend_compat.py:346(BackendV2Converter)
        1    0.000    0.000    0.000    0.000 patches.py:2745(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 resource_controller_v2.py:2698(ResourceBinding)
        1    0.000    0.000    0.000    0.000 messages.py:804(NTClientChallengeV2)
        1    0.000    0.000    0.000    0.000 pulsedefaults.py:165(PulseDefaults)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
        1    0.000    0.000    0.000    0.000 __init__.py:290(Process)
        1    0.000    0.000    0.000    0.000 partner_management_v1.py:1311(PartnerUsageReport)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:7286(ApiKey)
      222    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'datetime.datetime' objects}
        4    0.000    0.000    0.000    0.000 inspect.py:3108(__hash__)
        1    0.000    0.000    0.000    0.000 jwk_set_cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _serialization.py:21(Encoding)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2822(__init__)
      442    0.000    0.000    0.000    0.000 dataclasses.py:1111(<genexpr>)
        4    0.000    0.000    0.000    0.000 z.py:291(__init__)
       48    0.000    0.000    0.000    0.000 pretty_symbology.py:102(<lambda>)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:6464(MfaEnum)
        1    0.000    0.000    0.000    0.000 backend_estimator.py:44(_run_circuits)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
    40/22    0.000    0.000    0.000    0.000 typing.py:2510(<genexpr>)
        4    0.000    0.000    0.000    0.000 spines.py:300(set_position)
        1    0.000    0.000    0.000    0.000 high_level_synthesis.py:1(<module>)
      214    0.000    0.000    0.000    0.000 artist.py:297(axes)
        1    0.000    0.000    0.000    0.000 __init__.py:590(get_data_path)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:5860(MfaEnum)
       34    0.000    0.000    0.000    0.000 lines.py:1361(set_dash_joinstyle)
       24    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
       18    0.000    0.000    0.000    0.000 sorting.py:195(<genexpr>)
       33    0.000    0.000    0.000    0.000 results.py:224(__setitem__)
        1    0.000    0.000    0.000    0.000 solovay_kitaev_synthesis.py:1(<module>)
       35    0.000    0.000    0.000    0.000 patches.py:349(set_antialiased)
      287    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
       38    0.000    0.000    0.000    0.000 _decorators.py:303(mro)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1661(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1302(MouseButton)
       10    0.000    0.000    0.000    0.000 instruction.py:188(__eq__)
        1    0.000    0.000    0.000    0.000 catalog_management_v1.py:6468(OpEnum)
       51    0.000    0.000    0.000    0.000 _decorators.py:723(unwrap_wrapped_function)
       44    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:68(_single_shot_timer)
        1    0.000    0.000    0.000    0.000 fake_almaden.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iam_identity_v1.py:8956(TraitEffectiveEnum)
       44    0.000    0.000    0.000    0.000 deprecation.py:316(_maybe_warn_and_rename_kwarg)
        1    0.000    0.000    0.000    0.000 ast.py:230(Constant)
       49    0.000    0.000    0.000    0.000 font_manager.py:850(set_stretch)
       12    0.000    0.000    0.000    0.000 threading.py:281(__init__)
       37    0.000    0.000    0.000    0.000 libmpf.py:626(mpf_lt)
        1    0.000    0.000    0.000    0.000 dh.py:1(<module>)
      169    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 _shims.py:1(<module>)
      192    0.000    0.000    0.000    0.000 parameters.py:189(_check_for_item)
        1    0.000    0.000    0.000    0.000 runtime.py:31(Runtime)
        1    0.000    0.000    0.000    0.000 gridspec.py:551(_from_subplot_args)
        1    0.000    0.000    0.000    0.000 save_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cse_main.py:1(<module>)
       12    0.000    0.000    0.000    0.000 matexpr.py:23(deco)
        1    0.000    0.000    0.000    0.000 base_quantum_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fidelity_statevector_kernel.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:103(dtype_from_ctypes_type)
       88    0.000    0.000    0.000    0.000 ast.py:196(_get_constructor)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
